Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
2126,22nd week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,15.0,1.0,28,5,2017,31.6723392,76.95331691,0.4212564828741334,22.985889413194784,303.5163909790376
2133,22nd week,Odisha,Bolangir,Acute Diarrhoeal Disease,3.0,1.0,27,5,2017,20.7502257,83.2499464,0.090260714005858,7.000874802204852,317.2777850181645
2136,22nd week,Assam,Dibrugarh,Acute Encephalitis Syndrome,20.0,3.0,28,3,2017,27.4844597,94.9019447,-4.707668805849991,10.05794291216182,297.6779970506897
2137,22nd week,Assam,Sibsagar,Acute Encephalitis Syndrome,23.0,3.0,15,1,2017,26.96388985,94.58213345,-2.671327068324576,10.012745714041836,293.5845116991446
2173,25th week,Punjab,Jalandhar,Cholera,416.0,1.0,25,6,2017,31.29201065,75.56805772,1.0397046896277486,5.008604965789617,307.25854964934075
2203,26th week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,19.0,1.0,26,6,2017,25.1010477,82.62574936,0.4322537892608658,4.926747764266633,313.44116012350736
2204,26th week,Uttar Pradesh,Varanasi,Acute Diarrhoeal Disease,13.0,2.0,23,6,2017,25.3356491,83.0076292,1.1718956397134772,5.035631684179353,313.23961186185034
2207,26th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,154.0,1.0,16,6,2017,21.6783969,81.43047623,0.9250196236366084,4.092955949190306,316.08283314124617
2210,26th week,Kerala,Palakkad,Dengue,76.0,3.0,28,5,2017,10.78789845,76.47408711,0.478836928306078,13.932068342775208,305.5137726436559
2211,27th week,Bihar,Arwal,Acute Diarrhoeal Disease,15.0,1.0,8,7,2017,25.18077715,84.65920203,4.012701888974328,1.9617774447119551,299.6634956671178
2243,28th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,32.0,8.0,22,12,2016,27.4844597,94.9019447,0.7743555665523449,13.016613695597291,296.1505679294016
2262,29th week,Maharashtra,Thane,Malaria,16.0,1.0,7,6,2017,19.1943294,72.9701779,2.9828772496813163,5.957433392807792,310.60132181005264
2263,29th week,Maharashtra,Thane,Malaria,29.0,1.0,11,2,2017,19.1943294,72.9701779,2.2767633886768666,7.031355222945037,306.2922414610999
2264,29th week,Maharashtra,Thane,Dengue,85.0,1.0,5,1,2017,19.1943294,72.9701779,1.685008658858094,9.974023709290355,305.16893908246504
2280,30th week,Madhya Pradesh,Khandwa,Acute Diarrhoeal Disease,168.0,1.0,24,7,2017,21.9778642,76.56882823,1.0968636392362967,7.919157456728585,302.9010659923894
2289,30th week,Manipur,Churachandpur,Dengue,28.0,1.0,5,5,2017,24.378704,93.6970015,0.682858906223212,52.98252227074713,300.7920368617269
2306,31st week,Rajasthan,Kota,Acute Diarrhoeal Disease,33.0,1.0,26,7,2017,25.1737019,75.8574194,2.583351861404894,5.023008835900159,314.9359162867931
2324,32nd week,Punjab,Ludhiana,Cholera,461.0,1.0,14,8,2017,30.9090157,75.851601,1.290811568388286,19.078772025931546,299.7215232953548
2325,32nd week,Rajasthan,Banswara,Acute Diarrhoeal Disease,8.0,4.0,9,8,2017,23.4929453,74.34983641,-0.1584541589155474,9.986679422410536,298.56129342432024
2336,32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,30.0,3.0,26,7,2017,25.1265777,83.24965577,4.856625865474695,1.9602591682082835,303.201350490134
2359,33rd week,Uttar Pradesh,Budaun,Malaria,157.0,3.0,18,8,2017,28.06831165,79.04607312,3.065934614868239,9.89038088296,300.2608822006486
2362,33rd week,Arunachal Pradesh,Papum Pare,Acute Diarrhoeal Disease,110.0,1.0,5,8,2017,27.28636665,93.6187716,1.1654114324341,22.00105406053203,298.4630480867542
2364,33rd week,Kerala,Palakkad,Dengue,615.0,4.0,28,5,2017,10.78789845,76.47408711,5.553733607352409,13.93384990046798,304.01373380341136
2375,34th week,Uttar Pradesh,Jaunpur,Acute Diarrhoeal Disease,24.0,2.0,22,8,2017,25.7955927,82.48834098,-0.5766767022912633,16.99826901465672,301.8015834909461
2387,35th week,Bihar,Nawada,Acute Diarrhoeal Disease,21.0,1.0,28,8,2017,24.818124,85.51855623,1.076215991315102,12.977303184475865,302.5795630660246
2407,36th week,Bihar,Nawada,Acute Diarrhoeal Disease,9.0,3.0,4,9,2017,24.818124,85.51855623,0.8830958953949652,17.016889028329516,303.1152415897562
2410,36th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,17.0,1.0,4,9,2017,20.84288265,75.52612464,-0.8863091641801528,16.96742434983213,300.6961283161859
2413,36th week,Uttar Pradesh,Amethi,Acute Diarrhoeal Disease,48.0,1.0,2,9,2017,26.34738315,81.62387832,-3.117218336032759,19.96644569902451,299.6416067055673
2428,37th week,Bihar,Madhubani,Acute Diarrhoeal Disease,15.0,1.0,11,9,2017,26.350072,86.22914689,2.55494638705884,19.97757354425293,303.0961228173727
2429,37th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,52.0,3.0,7,9,2017,26.1486581,85.34001282,1.900941422857946,16.97079227660155,299.9160120455357
2441,37th week,Uttar Pradesh,Bara-Banki,Acute Diarrhoeal Disease,16.0,1.0,10,9,2017,26.9013312,81.2151601,1.472568902148682,19.972796781372043,302.86669850307874
2451,38th week,Karnataka,Hassan,Acute Gastroenteritis,2.0,2.0,19,9,2017,13.0070817,76.0992703,0.5798657280846593,11.97439051368192,301.200230856207
2456,38th week,Assam,Kokrajhar,Dengue,4.0,1.0,12,9,2017,26.58687695,90.29293105,-1.5160523217879849,23.98955208620948,299.2037950908974
2470,39th week,Maharashtra,Pune,Dengue,6.0,1.0,28,7,2017,18.521428,73.8544541,1.4457393195019397,11.007631659284668,296.26710338604306
2475,39th week,Maharashtra,Pune,Dengue,13.0,2.0,28,9,2017,18.521428,73.8544541,2.9915188744673338,18.98258733716001,303.91198340521527
2484,40th week,Maharashtra,Nagpur,Dengue,532.0,4.0,6,10,2017,21.1498134,79.0820556,-0.1746977368320168,24.93130145929907,302.7355703043216
2493,41st week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,9.0,2.0,11,10,2017,26.1486581,85.34001282,0.3971308914207982,14.036754719075825,302.0975247248899
2509,41st week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,13.0,1.0,5,10,2017,22.0333621,74.8978374,-1.0646039809514145,14.0154436374656,309.3409863648803
2511,41st week,Maharashtra,Thane,Dengue,5.0,1.0,24,9,2017,19.1943294,72.9701779,4.675534530757791,21.938990297226827,296.8067552992159
2518,42nd week,Madhya Pradesh,Raisen,Cholera,17.0,1.0,15,10,2017,23.25,78.083333,0.9430614816510788,17.987397730715458,302.42272501598427
2523,42nd week,Maharashtra,Nashik,Dengue,6.0,1.0,3,10,2017,20.0112475,73.7902364,-0.4387150815072232,19.090729427792503,301.97698253184285
2530,43rd week,Assam,Nagaon,Acute Diarrhoeal Disease,16.0,2.0,25,10,2017,26.30414915,92.71605974,-1.0398806435783463,32.0557710716619,302.120682129593
2536,43rd week,Madhya Pradesh,Datia,Acute Gastroenteritis,7.0,1.0,20,10,2017,25.75,78.5,1.1506006787605063,6.030573966476045,313.0482585667293
2541,43rd week,Maharashtra,Beed,Dengue,51.0,2.0,19,10,2017,18.9918442,75.909784,1.187947516261591,19.09232520264096,305.4611512699017
2552,44th week,Maharashtra,Beed,Dengue,19.0,1.0,28,10,2017,18.9918442,75.909784,2.3179815566534856,15.993823776448597,305.8209830235609
2560,44th week,Jharkhand,East Singhbhum,Dengue,6.0,1.0,7,8,2017,22.8092139,86.2091549,0.3844370225365074,6.042309997878,301.29506037141897
2562,44th week,Maharashtra,Palghar,Acute Encephalitis Syndrome,21.0,1.0,9,8,2017,19.684661,72.82491116,-0.226168914197706,13.99185199630337,299.9285119226374
2567,45th week,Maharashtra,Palghar,Suspected Dengue,10.0,1.0,7,11,2017,19.684661,72.82491116,-2.6776308415688077,14.91879084447216,305.9549419226526
2572,45th week,Maharashtra,Thane,Dengue,21.0,3.0,10,10,2017,19.1943294,72.9701779,0.0019991198902733,20.04006010092045,304.9309291641157
2575,46th week,Jharkhand,Latehar,Malaria,20.0,1.0,17,11,2017,23.74186545,84.51301367,-1.6703871813794722,20.030602548232014,295.71823231512644
2582,46th week,West Bengal,Bankura,Acute Diarrhoeal Disease,104.0,1.0,14,11,2017,23.13195425,87.2073972,0.2460126313367549,9.95745899422347,301.5201922301342
2583,46th week,Bihar,Aurangabad,Malaria,23.0,2.0,28,10,2017,24.786306,84.41448983,-0.6772031406000738,13.974385370489095,302.5512702767377
2584,46th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,72.0,3.0,6,11,2017,22.8092139,86.2091549,-1.730306671731087,10.059685842777252,299.9598525881949
2588,47th week,Assam,Nalbari,Acute Diarrhoeal Disease,5.0,1.0,24,11,2017,26.42386165,91.45122755,-3.4883027896224057,39.99931031556591,296.8952891578885
2591,47th week,Maharashtra,Kolhapur,Dengue,4.0,1.0,22,11,2017,16.7028412,74.2405329,1.343563762443359,8.946447901590824,305.4142952478812
2596,47th week,Maharashtra,Jalgaon,Suspected Dengue And Chikungunya,51.0,1.0,11,11,2017,20.84288265,75.52612464,2.782508057776124,10.950660832018226,307.25685093910187
2597,47th week,Maharashtra,Kolhapur,Dengue,3.0,1.0,14,11,2017,16.7028412,74.2405329,1.439621100116063,10.01133626981032,305.2354656812913
2599,47th week,Maharashtra,Pune,Dengue,0.0,1.0,6,11,2017,18.521428,73.8544541,1.7055843534295343,18.059854591410584,304.7393269787195
2600,47th week,Maharashtra,Pune,Dengue,1.0,1.0,28,10,2017,18.521428,73.8544541,-2.9190466936705346,14.01106676468011,304.82934887593336
2605,48th week,Bihar,Nawada,Acute Diarrhoeal Disease,73.0,1.0,28,11,2017,24.818124,85.51855623,-0.3884550004614198,5.003504697980509,299.97696816560125
2632,52nd week,Karnataka,Bangalore Urban,Cholera,18.0,2.0,28,12,2017,12.94514225,77.553645,-2.133256083100704,9.998380105775148,300.28734548128404
2633,52nd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,29.0,1.0,14,12,2017,27.4844597,94.9019447,-0.4002549291846977,12.008592675638496,294.9048640722466
2647,2nd week,Himachal Pradesh,Solan,Dengue,153.0,2.0,7,9,2015,30.92589585,77.08200509,-0.3996864058129643,35.99449650099226,299.7185549054101
2652,3rd week,Tamil Nadu,Tirunelveli- Sankarankovil,Dengue,31.0,1.0,20,1,2016,8.7352443,77.6864945,4.820022668814242,17.949917448184042,302.6543351270758
2656,4th week,Assam,Cachar,Cholera,174.0,2.0,27,1,2016,24.75863995,92.88166476,0.3026776397634078,21.97499531575965,294.7999836430392
2663,4th week,Tamil Nadu,Tirunelveli,Dengue,34.0,1.0,21,1,2016,8.7284271,77.7112925,0.821197021293531,18.049471654177676,301.47627596749294
2675,6th week,Assam,Cachar,Cholera,177.0,2.0,28,1,2016,24.75863995,92.88166476,1.9513411219913803,22.05119794931669,294.9049227172063
2677,6th week,Kerala,Palakkad,Dengue,28.0,1.0,5,1,2016,10.78789845,76.47408711,-1.2825765106638696,31.0331154634295,300.56622296781984
2685,7th week,Maharashtra,Kolhapur,Dengue,8.0,1.0,13,2,2016,16.7028412,74.2405329,0.8931708474732631,4.93439729074457,305.8772161508865
2692,7th week,Maharashtra,Gadchiroli,Malaria,96.0,1.0,10,2,2016,19.75907035,80.16228073,1.077898583477641,9.094439221544674,305.2137027728309
2713,10th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,1123.0,1.0,4,3,2016,22.642931,88.8930579,0.4634604592456631,16.98010163292014,300.4377193089616
2721,11th week,Jharkhand,Pakur,Acute Diarrhoeal Disease,43.0,1.0,10,3,2016,24.6379647,87.8558666,-1.123813956227392,7.052507047636852,306.1518876219584
2738,13th week,Maharashtra,Beed,Dengue,11.0,1.0,28,2,2016,18.9918442,75.909784,1.0058400452484513,4.043734247116014,314.71801607193447
2748,14th week,Gujarat,Banaskantha,Cholera,44.0,1.0,8,4,2016,24.172056,72.431134,-2.112474286786436,4.9934689007364,309.51069050059914
2758,14th week,Rajasthan,Jaipur,Cholera,57.0,2.0,6,4,2016,26.9154576,75.8189817,-2.7131687931630006,3.051282680929172,312.79618257066426
2766,14th week,Maharashtra,Chandrapur,Acute Gastroenteritis,24.0,1.0,15,3,2016,20.0967555,79.50454752,1.1744880016308563,7.082749965003176,309.79290621876186
2790,17th week,Manipur,Churachandpur,Acute Gastroenteritis,234.0,1.0,25,4,2016,24.378704,93.6970015,1.0209903258263426,42.98025718409243,296.84553937363603
2795,17th week,Assam,Karimganj,Acute Diarrhoeal Disease,138.0,1.0,22,4,2016,24.8483482,92.33221292,3.929226983051933,12.931622143139313,298.04931298245424
2813,18th week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,16.0,1.0,2,5,2016,11.7564329,79.7634644,-0.2371692045120776,7.893676998468408,311.24745918946854
2815,18th week,Uttar Pradesh,Mathura,Cholera,174.0,3.0,6,5,2016,27.633333,77.583333,1.83641592478879,2.955519360483738,322.45557009643284
2822,18th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,20.0,1.0,3,5,2016,22.5,83.5,1.8308234899389948,6.962793167236729,314.71129192740415
2825,18th week,Maharashtra,Nashik,Dengue,22.0,1.0,26,4,2016,20.0112475,73.7902364,2.9425531882812126,4.960477637656114,317.411136157136
2827,19th week,Assam,Udalguri,Acute Diarrhoeal Disease,34.0,2.0,11,5,2016,26.77253155,92.10641749,2.205914093614552,20.00586405230247,302.7679173413153
2845,19th week,Maharashtra,Kolhapur,Dengue,36.0,1.0,5,5,2016,16.7028412,74.2405329,0.6934377564225718,5.04986283213102,317.46897165260475
2856,20th week,Maharashtra,Akola,Cholera,21.0,1.0,22,5,2016,20.76181225,77.19211567,1.9038414598598397,2.10050371431294,324.96861605824
2864,20th week,Chhattisgarh,Surajpur,Acute Diarrhoeal Disease,236.0,1.0,2,5,2016,23.35151515,82.97290273,-3.3933119707668,10.989727140084362,314.64948614219304
2869,20th week,Maharashtra,Nashik,Dengue,4.0,1.0,11,5,2016,20.0112475,73.7902364,-2.793133993005446,5.985639463850144,319.904748507071
2877,21st week,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,3.0,1.0,22,5,2016,26.1486581,85.34001282,-1.6337007943475337,6.0399236314339255,308.0772943353868
2898,21st week,West Bengal,Purulia,Cholera,117.0,2.0,28,5,2016,23.3291882,86.3672378,-0.1139459605441301,6.9811551062929045,307.1862420715474
2921,22nd week,Punjab,Patiala,Cholera,481.0,2.0,7,6,2016,30.2090874,76.33987209,3.002479447013585,3.011812740057453,314.9737181420721
2933,22nd week,Assam,Sivasagar,Cholera,234.0,1.0,22,5,2016,26.9834936,94.6394226,3.529930802618498,16.00403228731644,299.3468088180663
2958,23rd week,Maharashtra,Jalgaon,Cholera,51.0,1.0,6,6,2016,20.84288265,75.52612464,-0.1893540005550184,2.041209522014353,315.4703968000631
2962,23rd week,Punjab,Barnala,Acute Diarrhoeal Disease,10.0,1.0,13,6,2016,30.3704685,75.50401742,1.3614772240003548,2.075646128844121,310.72142186989606
2988,24th week,Gujarat,Narmada,Cholera,42.0,1.0,15,6,2016,21.8678464,73.5025585,1.744626595828208,5.010888561220183,313.0159877167605
2992,24th week,Madhya Pradesh,Betul,Acute Diarrhoeal Disease,163.0,2.0,7,6,2016,21.8796162,77.87568125,0.0138682469502798,7.0282744398910095,317.010160636173
2993,24th week,Madhya Pradesh,Bhind,Acute Diarrhoeal Disease,23.0,1.0,7,6,2016,26.5,78.75,-0.7540743289145816,3.962662647051928,312.57299106703255
2995,24th week,Madhya Pradesh,Gwalior,Acute Diarrhoeal Disease,26.0,1.0,14,6,2016,26.2037247,78.1573628,1.4480578986177524,1.9911504036939385,317.057229671646
2998,24th week,Maharashtra,Beed,Acute Diarrhoeal Disease,25.0,1.0,13,6,2016,18.9918442,75.909784,0.9431160009880604,2.993389860959712,312.8609534571105
3003,24th week,Odisha,Angul,Acute Diarrhoeal Disease,19.0,2.0,14,6,2016,20.8382426,85.0973949,0.5784236964842715,14.043659025739029,308.6443680109765
3010,24th week,Assam,Marigaon,Acute Encephalitis Syndrome,2.0,2.0,12,4,2016,26.290712,92.29221257,0.4698867272108008,15.947945311736678,300.387001607795
3011,24th week,Assam,Nagaon,Acute Encephalitis Syndrome,25.0,5.0,5,1,2016,26.30414915,92.71605974,-0.1846680171046231,19.085921476967425,292.5648139931655
3017,24th week,Maharashtra,Solapur,Acute Gastroenteritis,26.0,1.0,8,6,2016,17.84990665,75.27632027,-0.8165776421024606,3.045405362733538,316.3332831835439
3019,24th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,66.0,9.0,28,1,2016,27.4844597,94.9019447,-3.860945525872189,8.0432862640738,291.826061658954
3035,25th week,Maharashtra,Washim,Acute Gastroenteritis,22.0,1.0,24,6,2016,20.28741775,77.2369655,0.3288944504434553,0.9731225608050592,311.6512167559405
3043,25th week,Assam,Jorhat,Acute Diarrhoeal Disease,15.0,1.0,13,6,2016,26.7577925,94.2079645,0.6081076258119953,13.028001229474269,302.52471238142164
3045,25th week,Assam,Tinsukia,Acute Encephalitis Syndrome,65.0,9.0,6,1,2016,27.52016575,95.53063473,1.6838952976870945,21.103261507349565,293.36396503026606
3050,25th week,Maharashtra,Chandrapur,Malaria,30.0,1.0,5,5,2016,20.0967555,79.50454752,-0.0220724082596049,7.060057845637197,316.0228707620528
3055,26th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,75.0,1.0,28,6,2016,13.1601048,79.15555062,1.4923242310428295,13.083605160065252,301.21735978286483
3066,26th week,Madhya Pradesh,Alirajpur,Acute Diarrhoeal Disease,15.0,1.0,27,6,2016,22.28593955,74.35389643,0.2249294365703436,4.057683378713797,309.3650511758272
3068,26th week,Madhya Pradesh,Barwani,Cholera,17.0,1.0,27,6,2016,22.0333621,74.8978374,1.196586652742241,1.94437440184085,311.5042302961113
3076,26th week,Maharashtra,Thane,Acute Gastroenteritis,26.0,1.0,24,6,2016,19.1943294,72.9701779,0.3635127215993795,4.965020918674831,308.1930529986095
3084,26th week,Maharashtra,Ahmednagar,Suspected Dengue,8.0,1.0,23,6,2016,19.1627725,74.8580243,0.4857906177093519,2.0446499020505247,311.2786128551029
3102,27th week,Odisha,Balasore,Cholera,54.0,4.0,7,7,2016,21.5002888,86.9202627,0.2351596691501744,4.987770597288815,299.07571811522433
3119,28th week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,15.0,2.0,18,7,2016,18.32002205,83.9160772,1.2945955094445427,17.87044989042318,302.8753380374525
3150,28th week,Odisha,Rayagada,Cholera,10.0,2.0,16,7,2016,19.17209585,83.33503085,2.695361140997492,10.947725636103192,300.04203874774714
3159,28th week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,16.0,2.0,8,7,2016,23.6263016,83.48245092,-0.1896927826150705,3.9360435020297024,312.38818384827164
3162,28th week,Uttar Pradesh,Kannauj,Acute Diarrhoeal Disease,74.0,2.0,28,6,2016,26.9996974,79.68861213,0.880304219583907,4.986064529958319,304.6931532928526
3181,29th week,Madhya Pradesh,Sidhi,Acute Diarrhoeal Disease,3.0,1.0,18,7,2016,24.25,82.0,1.4488531794185202,4.977588142066742,301.68623899843953
3189,29th week,Rajasthan,Udaipur,Acute Gastroenteritis,40.0,1.0,22,7,2016,24.578721,73.6862571,2.7193506156510194,10.940480578164149,297.1671137881436
3227,30th week,Madhya Pradesh,Sidhi,Acute Diarrhoeal Disease,3.0,1.0,17,7,2016,24.25,82.0,0.665817481630377,5.044548907079969,301.4078910032885
3243,30th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,8.0,1.0,26,7,2016,26.02269675,83.02887343,1.2510056708157014,3.9539394345531456,297.99315531719225
3244,30th week,Uttar Pradesh,Budaun,Acute Diarrhoeal Disease,9.0,1.0,24,7,2016,28.06831165,79.04607312,1.1481238867398864,6.013856416501911,299.8105872711505
3248,30th week,Bihar,Madhubani,Acute Diarrhoeal Disease,10.0,2.0,13,7,2016,26.350072,86.22914689,0.896019463765315,6.976352795770603,300.7500931634471
3270,31st week,Bihar,Jamui,Acute Diarrhoeal Disease,6.0,1.0,2,8,2016,24.96785205,86.17351147,4.425375453476935,7.979450283373654,302.96542841791205
3272,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,23.0,3.0,2,8,2016,22.0090841,82.578896,3.4280250574689286,9.04858557206934,298.8632177895852
3273,31st week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,22.0,1.0,1,8,2016,31.6723392,76.95331691,0.0745776610075397,17.93745416119037,294.116613507391
3281,31st week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,78.0,1.0,3,8,2016,25.37524125,77.82811933,0.5088353794573276,8.00351196724464,293.4002959001361
3283,31st week,Maharashtra,Sholapur,Acute Diarrhoeal Disease,158.0,1.0,28,7,2016,17.6912883,75.8841635,4.9811005571644245,1.98347966801736,310.30705838026336
3284,31st week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,5.0,1.0,28,7,2016,20.32570375,78.11691397,-1.4374351464148103,5.103433840131388,301.5967618682034
3286,31st week,Odisha,Nawapara,Acute Diarrhoeal Disease,14.0,1.0,3,8,2016,20.8085208,82.5340241,2.1077122659317,14.085002784290555,305.06671538876026
3287,31st week,Punjab,Jalandhar,Acute Diarrhoeal Disease,56.0,2.0,5,8,2016,31.29201065,75.56805772,-1.0073198421001757,16.99759120505101,301.0738576030401
3320,32nd week,Madhya Pradesh,Khandwa,Cholera,124.0,1.0,9,8,2016,21.9778642,76.56882823,5.493194693612304,5.919696170088118,303.90889467867305
3327,32nd week,Punjab,Barnala,Acute Diarrhoeal Disease,36.0,1.0,10,8,2016,30.3704685,75.50401742,3.5304392052639653,30.99516195424121,303.1680113742822
3332,32nd week,Uttar Pradesh,Bara-Banki,Acute Diarrhoeal Disease,11.0,1.0,5,8,2016,26.9013312,81.2151601,5.207622056839536,8.909047687330643,300.29613743195307
3341,32nd week,Rajasthan,Udaipur,Acute Gastroenteritis,8.0,2.0,28,7,2016,24.578721,73.6862571,1.059820378614299,6.04374592970251,302.52907889638044
3342,32nd week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,192.0,1.0,2,8,2016,25.53609455,81.44672839,1.9068765450811065,7.963850567146466,301.7199825511652
3343,32nd week,Assam,Kamrup,Dengue,316.0,1.0,25,4,2016,26.12755515,91.29987148,4.161170165458085,11.973017201616992,297.0671582294939
3352,33rd week,Maharashtra,Beed,Dengue,36.0,1.0,17,8,2016,18.9918442,75.909784,0.8587242785075928,7.996160929447505,302.7755601652047
3353,33rd week,Punjab,Fatehgarh Sahib,Acute Gastroenteritis,16.0,1.0,15,8,2016,30.6466737,76.3887563,1.4211429170522,27.04700850058777,300.24088053500066
3369,33rd week,Maharashtra,Ahmednagar,Dengue,20.0,1.0,8,8,2016,19.1627725,74.8580243,2.319244803799964,7.1014456163458775,300.3995148043631
3377,33rd week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,7.0,2.0,12,8,2016,25.1010477,82.62574936,-4.45306591148102,9.047943018529995,302.079099641608
3378,33rd week,West Bengal,North 24 Parganas,Dengue,249.0,1.0,12,8,2016,22.642931,88.8930579,1.831654645335356,8.04685190089392,300.87235199967984
3396,34th week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,8.0,1.0,18,8,2016,27.25264095,82.86964796,1.3086545036431618,13.016502930254015,304.4830127724825
3412,34th week,Maharashtra,Jalna,Dengue,6.0,1.0,16,8,2016,19.91883295,75.87085986,-2.7212843422892443,7.063085619378738,304.39171529846806
3419,35th week,Bihar,Bhabua,Acute Diarrhoeal Disease,16.0,1.0,28,8,2016,25.07634815,83.63359776,1.9289813098126407,17.007919173832438,303.58031383740484
3420,35th week,Bihar,Bhabua,Acute Diarrhoeal Disease,105.0,1.0,25,8,2016,25.07634815,83.63359776,4.533057037019364,12.0327560766628,300.9500514560777
3429,35th week,Madhya Pradesh,Sheopur-Kalan,Acute Diarrhoeal Disease,3.0,1.0,28,8,2016,25.6713529,76.7005775,1.445095509282935,15.028444270423975,302.7474978077347
3430,35th week,Madhya Pradesh,Singrauli,Acute Diarrhoeal Disease,9.0,1.0,24,8,2016,24.1974432,82.6661453,0.8378049969009649,14.039140150720412,298.7066051092724
3438,35th week,Odisha,Jajpur,Acute Diarrhoeal Disease,24.0,1.0,28,8,2016,20.8522696,86.3385714,2.3185681033828884,11.009674874575945,303.3361604229467
3440,35th week,Rajasthan,Udaipur,Cholera,86.0,7.0,28,8,2016,24.578721,73.6862571,-1.356248219008267,15.02972548809366,301.34176799272643
3441,35th week,Uttar Pradesh,Kushinagar,Acute Diarrhoeal Disease,46.0,1.0,27,8,2016,26.7438272,83.9162322,0.6719047256568016,20.0118680563812,301.4745156740779
3447,35th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,11.0,1.0,25,8,2016,20.32570375,78.11691397,3.376502108407077,12.985630905715489,303.1156652021917
3451,35th week,Uttar Pradesh,Fatehpur,Acute Diarrhoeal Disease,62.0,1.0,6,8,2016,25.8435395,80.91800397,0.712760700177537,7.067047371511847,301.504683747831
3452,35th week,Uttar Pradesh,Lakhimpur Kheri,Acute Encephalitis Syndrome,26.0,2.0,16,8,2016,27.98506015,80.75384538,-0.2732087943214802,13.05465939056953,302.65204845507435
3457,35th week,West Bengal,North 24 Parganas,Dengue,277.0,1.0,12,8,2016,22.642931,88.8930579,2.6453998135746084,8.048591283849722,297.6342860938942
3468,36th week,Maharashtra,Washim,Chikungunya,21.0,1.0,11,9,2016,20.28741775,77.2369655,1.7483399798453962,18.90802763832416,299.8013571623697
3472,36th week,Telangana,Medak,Acute Diarrhoeal Disease,17.0,1.0,13,9,2016,17.9375095,78.21174499,1.0252826396170571,14.06698349724766,302.238915631962
3478,36th week,Bihar,Jamui,Acute Diarrhoeal Disease,10.0,1.0,28,8,2016,24.96785205,86.17351147,4.627203615015554,14.031383084300565,305.84902610262475
3491,37th week,Bihar,Jehanabad,Acute Diarrhoeal Disease,9.0,2.0,19,9,2016,25.15247135,85.00687849,-1.1897642025663524,15.871471266137956,304.1932751571583
3492,37th week,Haryana,Fatehabad,Acute Diarrhoeal Disease,108.0,2.0,20,9,2016,29.51238035,75.42917898,-2.4459875809615745,25.06525700396672,303.3346818231517
3495,37th week,Jharkhand,Sahebganj,Dengue,19.0,1.0,14,9,2016,25.244263,87.6348084,0.924377748242426,12.085978577777842,302.8526712927728
3506,37th week,Rajasthan,Kota,Dengue,7.0,1.0,1,9,2016,25.1737019,75.8574194,1.3488852312616595,13.03273551528501,301.1990043893139
3514,37th week,West Bengal,Purulia,Acute Diarrhoeal Disease,60.0,1.0,26,8,2016,23.3291882,86.3672378,-0.6067290602941884,12.986962617694603,301.6238798865865
3527,38th week,Maharashtra,Beed,Chikungunya,8.0,1.0,14,9,2016,18.9918442,75.909784,-0.4260199795437211,2.9925027942964704,306.90654323557834
3537,38th week,Maharashtra,Jalgaon,Dengue,59.0,1.0,11,9,2016,20.84288265,75.52612464,3.4079952814404817,13.998127469556188,301.9793399261041
3543,39th week,Bihar,Jehanabad,Acute Diarrhoeal Disease,38.0,1.0,22,9,2016,25.15247135,85.00687849,0.7369811727468011,14.024651477520836,299.8452994191727
3545,39th week,Chhattisgarh,Bastar,Acute Diarrhoeal Disease,10.0,2.0,24,9,2016,19.11912825,81.82918649,1.007332410812251,7.988467647037146,301.0154887885623
3554,39th week,Uttar Pradesh,Budaun,Malaria,15.0,1.0,24,9,2016,28.06831165,79.04607312,2.529406496000912,12.006306264472862,308.5137739793254
